Arabic,240k,Score,avg_8,Score,exp1_5000,Score,exp1_240,Score,exp1_avg8,Score,exp2_5000,Score,exp2_240,Score,exp2_avg8,Score
4 - بناء على توصية اللجنة الاستشارية، اعتمدت الجمعية العامة، بمقتضى قرارها 58/261 ألف، المؤرخ 23 كانون الأول/ديسمبر 2003، مبلغا قدره 300 494 564 دولار للحساب الخاص للبعثة للفترة من 1 آب/أغسطس 2003 إلى 30 حزيران/ يونيه 2004.,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"4. On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"4. On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4,"On the recommendation of the Advisory Committee, the General Assembly, by its resolution 58/261 A of 23 December 2003, appropriated to the Special Account for MONUC an amount of $564,494,300 for the period from 1 August 2003 to 30 June 2004.",4
وإزاء تلك الخلفية، لديَّ سؤالان للوزير.,"Against that background, I have two questions for the Minister.",4,"Against that background, I have two questions for the Minister.",4,"Against that backdrop, I have two questions for the minister.",4,"Against that backdrop, I have two questions for the Minister.",4,"Against that background, I have two questions for the Minister.",4,"Against that background, I have two questions for the Minister.",4,"Against that background, I have two questions for the Minister.",4,"Against that background, I have two questions for the Minister.",4
وقد مثَّل اعتماد قوانين من قبيل القانون المتعلق بدعم التوظيف، والقانون المتعلق بإيفاد اليد العاملة للخارج واستقبال اليد العاملة والمتخصصين من الخارج، والبرنامج الوطني المتعلق بدعم التوظيف في عام 2001 وورقة استراتيجية الضمان الاجتماعي في عام 2003 خطوة هامة في تهيئة بيئة قانونية مؤاتية لدعم توظيف المرأة ومنع التمييز ضدها في العمل.,"The adoption of laws such as the Law on Support for Employment, the Law on Sending Labour Abroad and Receiving Labour and Specialists Abroad, the National Programme on Support for Employment in 2001 and the Social Security Strategy Paper in 2003 were important steps in creating a favourable legal environment to support the employment of women and prevent discrimination against them in employment.",3,"The adoption of laws such as the Law on Support for Employment, the Law on Sending Labour Abroad and Reception of Labour and Specialists from Abroad, the National Programme on Support for Employment in 2001 and the Social Security Strategy Paper in 2003 represented an important step in creating a favourable legal environment to support the employment of women and prevent discrimination against them in employment.",4,"The adoption of laws such as the law on employment support, the law on sending and receiving labour and specialists from abroad, the national employment support programme in 2001 and the social security strategy paper in 2003 represented an important step in creating a favourable legal environment to support women &apos; s employment and prevent discrimination against women in employment.",3,"The adoption of laws such as the Law on Employment Support, the Law on Sending Labour Abroad and Receiving Labour and Specialists from Abroad, the National Employment Support Programme in 2001 and the Social Security Strategy Paper in 2003 were important steps in creating a favourable legal environment to support women &apos; s employment and prevent discrimination against women in employment.",4,"The adoption of laws such as the Law on Employment Support, the Law on Sending Labour Abroad and Receiving Labour and Specialists from Abroad, the National Employment Support Programme in 2001 and the Social Security Strategy Paper in 2003 represented an important step in creating a favourable legal environment to support women &apos; s employment and prevent discrimination against women in employment.",4,"The adoption of laws such as the Law on Support for Employment, the Law on Sending Labour Out and Receiving Labour and Specialists from Abroad, the National Employment Support Programme in 2001 and the Social Security Strategy Paper in 2003 were important steps in creating a favourable legal environment to support the employment of women and prevent discrimination against them in employment.",4,"The adoption of laws such as the Law on Support for Employment, the Law on Sending Labour Abroad and Receiving Labour and Specialists Abroad, the National Employment Support Programme in 2001 and the Social Security Strategy Paper in 2003 were important steps in creating a favourable legal environment to support women &apos; s employment and prevent discrimination against women in employment.",3,"The adoption of laws such as the Law on Support for Employment, the Law on Sending Labour Abroad and Receiving Labour and Specialists from Abroad, the National Employment Support Programme in 2001 and the Social Security Strategy Paper in 2003 were important steps in creating a favourable legal environment to support the employment of women and prevent discrimination against them in employment.",4
وهذا هو المكان الملائم لأن نؤكد من جديد للأمين العام للأمم المتحدة، وبوجه خاص لإدارة شؤون نـزع السلاح، التقدير الكبير الذي تكنه حكومة جمهورية الكاميرون للدعم الثابت الذي توليه لأعمال اللجنة الاستشارية.,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon has always supported the work of the Advisory Committee.",4,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the great appreciation of the Government of the Republic of Cameroon for the unwavering support it has given to the work of the Advisory Committee.",4,"This is the appropriate place for us to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon holds the work of the Advisory Committee.",4,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon has always supported the work of the Advisory Committee.",4,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the great appreciation of the Government of the Republic of Cameroon for the unwavering support it attaches to the work of the Advisory Committee.",4,"This is the appropriate place to reiterate to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon has consistently supported the work of the Advisory Committee.",4,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon has always supported the work of the Advisory Committee.",4,"This is the appropriate place to reaffirm to the Secretary-General of the United Nations, and in particular to the Department for Disarmament Affairs, the high esteem in which the Government of the Republic of Cameroon has consistently supported the work of the Advisory Committee.",4
26 - وقد صنفت إسرائيل مساحة تقرب من 150 1 كيلومترا مربعا، أو أكثر من 20 في المائة من الضفة الغربية، باعتبارها مناطق عسكرية مغلقة.,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military areas.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military areas.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4,"26. Israel has designated approximately 1,150 square kilometres, or more than 20 per cent of the West Bank, as closed military zones.",4
11- وحضر الدورة أيضاً مراقبون عن الدول التالية: بلجيكا، بولندا، السويد، قبرص، قطر، ليبيا، مالطة، المملكة العربية السعودية.,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar and Saudi Arabia.",3,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4,"The session was also attended by observers from the following States: Belgium, Cyprus, Libya, Malta, Poland, Qatar, Saudi Arabia and Sweden.",4
ولا يضمن ثبات الأمن الوظيفي في هذه القطاعات، مما يجعل المرأة عرضة للخطر.,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4,"Job security in these sectors is not guaranteed, making women vulnerable.",4
فلقد كان على مجلس الأمن أن يتناول القضايا المثيرة للجدل التي أحاطت بأزمة العراق، والدور الذي يتعين أن تقوم به المنظمة في أعقاب الحرب.,The Security Council had to address the contentious issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to address the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to address the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to address the controversial issues surrounding the Iraq crisis and the role that the Organization had to play in the aftermath of the war.,4,The Security Council had to address the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to deal with the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to deal with the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4,The Security Council had to deal with the controversial issues surrounding the Iraq crisis and the role to be played by the Organization in the aftermath of the war.,4
البوسنة,Bosnia,4,Bosnia,4,Bosnia,4,Bosnia,4,Bosnia,4,Bosnia,4,Bosnia,4,Bosnia,4
حتى لو كنت أعلم، فلن أخبرك، أيتها الساحرة.,"Even if I did, I wouldn't tell you, witch.",3,"Even if I did, I wouldn't tell you, witch.",3,"Even if I knew, I wouldn't tell you, witch.",4,"Even if I did, I wouldn't tell you, witch.",3,"Even if I did, I wouldn't tell you, witch.",3,"Even if I knew, I wouldn't tell you, witch.",4,"Even if I did, I wouldn't tell you, witch.",4,"Even if I did, I wouldn't tell you, witch.",3
أعتقد أن لدي تقلصات.,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4,I think I have contractions.,4
أمر بفترة من حياتي حيث لا يمكن أن أكون حول الناس,I go through a period of my life where I can't be around people.,4,I go through a period of my life where I can't be around people.,4,I'm going through a period of my life where I can't be around people.,3,I go through a period of my life where I can't be around people.,4,I go through a period of my life where I can't be around people.,4,I'm going through a period of my life where I can't be around people.,3,I'm going through a period of my life where I can't be around people.,3,I go through a period of my life where I can't be around people.,4
أعتقد بأنني وجدت لك عينة,I think I found you a sample.,4,I think I found you a sample.,4,I think I found a sample for you.,4,I think I found you a sample.,4,I think I found you a sample.,4,I think I found a sample for you.,4,I think I found you a sample.,4,I think I found you a sample.,4
وستولي الحلقة الدراسية أهمية خاصة لطائفة واسعة النطاق من آراء شعوب تلك الأقاليم.,The seminar will pay particular attention to a wide range of views of the peoples of those Territories.,4,The Seminar would pay particular attention to a wide range of views of the peoples of those Territories.,4,The Seminar will pay particular attention to the wide range of views of the peoples of those Territories.,3,The Seminar will pay particular attention to the wide range of views of the peoples of those Territories.,3,The Seminar will pay particular attention to the wide range of views of the peoples of those Territories.,3,The seminar will pay particular attention to a wide range of views of the peoples of those Territories.,4,The seminar will pay particular attention to a wide range of views of the peoples of those Territories.,4,The Seminar would pay particular attention to a wide range of views of the peoples of those Territories.,4
81 - وازدادت الأموال الموظفة في الأسهم فبلغت 59.7 في المائة خلال فترة السنتين بعد أن كانت 57 في المائة في 1 نيسان/أبريل 2000 نظرا لانتعاش الاقتصادات العالمية.,81. Shareholdings increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,3,Equity funds increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,4,81. Equity funds increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,4,81. Equity funds increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,4,Equity funds increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,4,81. Funds in equity increased to 59.7 per cent during the biennium from 57 per cent on 1 April 2000 owing to the recovery of global economies.,4,81. Funds in equity increased to 59.7 per cent during the biennium from 57 per cent on 1 April 2000 owing to the recovery of global economies.,4,81. Funds in equity increased to 59.7 per cent during the biennium from 57 per cent as at 1 April 2000 owing to the recovery of global economies.,4
والأمر الجيد أنك لا تحتاج إلى فيزا هناك، كل ما تحتاجه هو جواز سفر فقط.,"And good thing you don't need a visa there, all you need is a passport.",4,"Good thing you don't need a visa there, all you need is a passport.",4,"And the good thing is that you don't need a visa there, all you need is a passport.",4,"And the good thing is you don't need a visa there, all you need is a passport.",4,"And the good thing is you don't need a visa there, all you need is a passport.",4,"And the good thing is that you don't need a visa there, all you need is a passport.",4,"And the good thing is you don't need a visa there, all you need is a passport.",4,"And the good thing is you don't need a visa there, all you need is a passport.",4
وسألت عما إذا كانت هناك أي محاكمات لجرائم الكراهية ذات الدوافع الإثنية.,She asked whether there had been any prosecutions for ethnically motivated hate crimes.,4,She asked whether there had been any prosecutions for ethnically motivated hate crimes.,4,She asked whether there were any trials for ethnically motivated hate crimes.,4,She asked whether there had been any prosecutions for ethnically motivated hate crimes.,4,She asked whether there had been any prosecutions for ethnically motivated hate crimes.,4,She asked whether there were any prosecutions of ethnically motivated hate crimes.,4,She asked whether there were any prosecutions for ethnically motivated hate crimes.,4,She asked whether there were any prosecutions for ethnically motivated hate crimes.,4
وستقدم منظمة شنغهاي للتعاون إسهاما بناء لإقامة بنية عالمية جديدة للأمن على أساس من الثقة المتبادلة والنفع المتبادل والمساواة والاحترام المتبادل.,"The Shanghai Cooperation Organization will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The Shanghai Cooperation Organization will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The Shanghai Cooperation Organization will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The Shanghai Cooperation Organization will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The Shanghai Cooperation Organization will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The SCO will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The SCO will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4,"The SCO will make a constructive contribution to the establishment of a new global security architecture based on mutual trust, mutual benefit, equality and mutual respect.",4
,,192,,195,,192,,194,,194,,192,,192,,192
